,Violence against the person ratio,Sexual offences ratio,Robbery ratio,Theft offences ratio,Criminal damage and arson ratio,Drug offences ratio,Other Crime Ratio,Total Employee All (thousands),Male life expectancy at birth (2012/2020)4,Female life expectancy at birth (2020)4,Median,Lower quartile,total_hoseholds_projected_2020,Year 2020: Households with dependent children ratio,Year 2020: One person households: Female ratio,Year 2020: One person households: Male ratio,pop_ratio_under_10,pop_ratio_teenager,pop_ratio_20_39,pop_ratio_40_60,pop_ratio_60_80,pop_ratio_80_90+,POP All ages,Total area as at 31 December 2020 (Hectares),median_houses_2020,median_earning_2020,ratio_by_medians_2020,lower_quatile_houses_2020,lower_quatile_earning_2020,ratio_by_lower_quatile_2020,Total_Threaten_or_is_Homeless,A_B_property_counts,C_D_property_counts,E_F_property_counts,G_H_property_counts,Taxi_only_licensed_drivers,Total_licensed_vehicles,total_drivers,Retail,Education,Health,"Arts, entertainment, recreation & other services"
10,0.396071144,0.035704805,0.009689408,0.318688612,0.097159543,0.039288559,0.103397929,60.099999999999994,80.5,84.1,695.0,598.0,45548.0,0.495161793,0.253565944,0.251272264,0.125521916,0.1201446,0.239665612,0.273041121,0.18847718,0.053149571,110650.0,35360.0,245000.0,32338.0,7.58,185000.0,22809.0,8.11,96.0,20520.0,18470.0,8160.0,1840.0,0.0,202.0,202.0,275.0,105.0,130.0,265.0
11,0.302111046,0.021075908,0.038282141,0.403068099,0.070103306,0.073212867,0.092146633,118.9,80.1,85.1,1400.0,1175.0,116559.0,0.539389156,0.212822368,0.247788476,0.142558573,0.117301749,0.304830162,0.255280653,0.144904852,0.035124011,327753.0,4320.0,498000.0,34366.0,14.49,353000.0,23584.0,14.97,-51.0,19260.0,74940.0,28970.0,3670.0,0.0,229.0,229.0,1915.0,245.0,585.0,950.0
12,0.347247211,0.031486146,0.005037783,0.358222382,0.105793451,0.01943145,0.132781576,56.7,80.6,84.7,725.0,630.0,43393.0,0.509457164,0.266389052,0.224153784,0.116871015,0.113918588,0.234879843,0.270740559,0.20833742,0.055252575,101950.0,13050.0,225000.0,35222.0,6.39,190000.0,24648.0,7.71,101.0,20320.0,16680.0,6100.0,560.0,40.0,84.0,124.0,260.0,70.0,135.0,225.0
13,0.390288762,0.042854515,0.006069524,0.247562994,0.133713445,0.033842192,0.145668567,33.5,81.1,85.7,975.0,825.0,45105.0,0.449554431,0.320520067,0.229925502,0.098594542,0.113895194,0.192938904,0.269587056,0.247592369,0.077391934,103525.0,29210.0,320000.0,31031.0,10.31,257500.0,22953.0,11.22,103.0,10610.0,23460.0,9070.0,2590.0,118.0,567.0,685.0,310.0,85.0,155.0,355.0
14,0.393511199,0.039064559,0.004216074,0.288372859,0.127898551,0.04127141,0.105665349,34.3,79.7,83.7,595.0,525.0,38051.0,0.510374117,0.270522362,0.219103521,0.113547881,0.108651319,0.224772893,0.282026675,0.221043218,0.049958014,91697.0,59930.0,210000.0,34079.0,6.16,160497.5,23724.0,6.77,58.0,17330.0,14880.0,7670.0,1010.0,63.0,120.0,183.0,245.0,50.0,105.0,190.0
15,0.471866627,0.044854619,0.002877841,0.190731368,0.118090702,0.029473057,0.142105785,62.2,79.1,82.9,587.5,512.5,69955.5,0.3874815485,0.307751204,0.304767248,0.096222839,0.101545048,0.196634062,0.254594531,0.268344277,0.082659243,118184.0,15620.0,170000.0,29972.0,5.67,129000.0,21726.0,5.94,91.0,31390.0,14755.0,5380.0,795.0,0.0,250.0,250.0,312.5,67.5,150.0,247.5
16,0.366777774,0.03495306,0.009907954,0.349989297,0.127824837,0.026665851,0.083881227,80.7,80.6,84.1,850.0,696.0,65696.0,0.432397794,0.308002809,0.259599397,0.106861903,0.1095849,0.248077403,0.259866142,0.208738781,0.06687087,396989.0,16210.0,285000.0,29284.0,9.73,218000.0,22424.0,9.72,562.0,60460.0,89450.0,30790.0,6880.0,736.0,947.0,1683.0,1215.0,300.0,740.0,950.0
17,0.423365024,0.032987612,0.017142034,0.282483434,0.108470182,0.025208874,0.110342841,36.0,76.7,81.0,725.0,645.0,29444.0,0.538215954,0.236678469,0.225105577,0.113026281,0.110272117,0.228743313,0.2660522635,0.22764775599999998,0.054258269,89001.5,8030.0,192000.0,27844.0,6.9,155500.0,21686.0,7.17,107.0,20680.0,7720.0,2100.0,180.0,211.0,186.0,397.0,140.0,40.0,80.0,145.0
18,0.402358642,0.033099369,0.014750419,0.267645277,0.10068764,0.040866498,0.140592154,137.8,78.3,82.7,600.0,525.0,104723.0,0.481750043,0.266819318,0.251430639,0.129521755,0.129186882,0.27749266,0.248331477,0.166478463,0.048988762,256814.0,7800.0,170000.0,32181.0,5.28,127000.0,23023.0,5.52,646.0,78660.0,25440.0,6940.0,710.0,0.0,925.0,925.0,660.0,160.0,410.0,505.0
19,0.375739083,0.027071543,0.012479939,0.300247065,0.104495734,0.032994763,0.146971873,451.5,78.4,82.4,700.0,595.0,332891.0,0.422713515,0.287239102,0.290047383,0.124363722,0.118855363,0.320418735,0.233351611,0.160168055,0.042842514,798786.0,55170.0,192500.0,30274.0,6.36,140000.0,22470.0,6.23,1079.0,217870.0,104830.0,32260.0,7900.0,951.0,4498.0,5449.0,2305.0,440.0,1290.0,1800.0
20,0.428013877,0.043654235,0.001879156,0.184590922,0.11939867,0.07733449,0.14512865,53.5,80.6,83.7,596.0,511.5,53987.0,0.506692017,0.254073248,0.23923473550000002,0.094189281,0.103465384,0.188543937,0.260414944,0.280192438,0.073194016,133030.0,17220.0,180000.0,28666.0,6.28,135000.0,21336.0,6.33,166.5,34505.0,18845.0,4345.0,890.0,0.0,339.0,339.0,320.0,62.5,150.0,262.5
21,0.480086417,0.039169641,0.005541988,0.198572234,0.120796543,0.02451625,0.131316927,33.0,79.4,82.8,700.0,575.0,52426.0,0.418670638,0.29521663,0.286112732,0.105607776,0.108611641,0.213949407,0.26379162,0.24713536,0.060904197,118514.0,31530.0,250000.0,34299.0,7.29,187000.0,23866.0,7.84,158.0,24000.0,21410.0,6810.0,1600.0,0.0,167.0,167.0,320.0,75.0,150.0,215.0
22,0.437620703,0.034311832,0.006952491,0.27571778,0.111304236,0.016029355,0.118063602,47.9,78.9,83.1,840.0,745.0,62601.0,0.512035314,0.260590186,0.2273745,0.126914545,0.120961494,0.237420124,0.262437506,0.205178294,0.047088038,151015.0,37340.0,249999.0,31177.0,8.02,197000.0,20643.0,9.54,235.0,26460.0,28530.0,8220.0,1360.0,0.0,235.0,235.0,340.0,80.0,175.0,275.0
23,0.401597592,0.041097476,0.007293355,0.244385274,0.123755499,0.047348923,0.13452188,93.9,79.4,84.4,850.0,695.0,54555.0,0.410562756,0.31285147,0.276585774,0.097102743,0.117922795,0.366540916,0.214110535,0.156585391,0.047737619,133333.0,4700.0,256500.0,30188.0,8.5,200000.0,20828.0,9.6,262.0,28180.0,23550.0,6340.0,1010.0,0.0,479.0,479.0,330.0,115.0,255.0,310.0
24,0.198909414,0.01828876,0.046043562,0.549673743,0.045584046,0.066292927,0.075207548,356.7,81.8,86.7,1675.0,1300.0,113029.0,0.372389723,0.296765813,0.330844464,0.109145809,0.110630518,0.379538202,0.239735829,0.128210907,0.032738734,279516.0,2180.0,800000.0,42528.0,18.81,526500.0,31758.0,16.58,216.0,15860.0,46880.0,31490.0,17520.0,139.0,317.0,456.0,2840.0,575.0,960.0,2675.0
25,0.273569955,0.023921299,0.054749873,0.411954669,0.062105672,0.089973986,0.083724546,116.6,78.5,83.0,1474.0,1300.0,114404.0,0.630566912,0.168684481,0.200748608,0.149155844,0.116766029,0.38541825,0.232625695,0.096735967,0.019298216,355266.0,3620.0,400000.0,32942.0,12.14,335000.0,24179.0,13.85,382.0,38830.0,76810.0,7410.0,280.0,0.0,607.5,607.5,1670.0,275.0,440.0,625.0
26,0.362462409,0.038740492,0.003537944,0.29807182,0.128958075,0.030957014,0.137272245,26.8,80.0,84.2,825.0,695.0,44473.0,0.364836145,0.367408872,0.267754983,0.087751768,0.096984987,0.168886224,0.248883329,0.303744985,0.093748708,96716.0,51180.0,310000.0,29084.0,10.66,225000.0,21672.0,10.38,-51.0,12120.0,19210.0,11420.0,2950.0,0.0,150.0,150.0,335.0,65.0,160.0,260.0
27,0.450698881,0.033236354,0.011384479,0.244450066,0.108943141,0.023622794,0.127664284,94.5,78.7,82.2,825.0,695.0,112443.0,0.517527785,0.243606546,0.238865668,0.133519857,0.122496794,0.265664071,0.261529974,0.176813235,0.03997607,279142.0,19370.0,250000.0,33259.0,7.52,207000.0,23397.0,8.85,452.0,49810.0,52470.0,13550.0,1530.0,376.0,628.0,1004.0,815.0,165.0,380.0,465.0
28,0.451750825,0.03555772,0.009633599,0.23304649,0.115386697,0.027601883,0.127022785,41.9,78.2,82.6,725.0,585.0,64460.0,0.416095073,0.315888393,0.268016534,0.115483041,0.114309548,0.213010222,0.252513113,0.241937536,0.06274654,141458.0,10360.0,247725.0,27617.0,8.97,180000.0,20996.0,8.57,233.0,35960.0,25560.0,5560.0,810.0,97.0,526.0,623.0,380.0,85.0,165.0,330.0
29,0.373891554,0.036778602,0.006687018,0.298444541,0.098560837,0.034598052,0.151039395,45.1,81.6,84.2,1120.0,950.0,39387.0,0.532245547,0.248430301,0.219324152,0.134659227,0.122480202,0.21900248,0.293466523,0.178085753,0.052305816,100008.0,6360.0,400000.0,40708.0,9.83,300000.0,28021.0,10.71,83.0,3710.0,23070.0,10370.0,5880.0,0.0,490.0,490.0,665.0,85.0,180.0,330.0
30,0.295436465,0.023360093,0.029724452,0.416648586,0.072466913,0.069429377,0.092934114,80.7,80.4,84.2,1450.0,1250.0,79123.0,0.541447063,0.2454245,0.213128437,0.139271408,0.107806619,0.29520036,0.281914043,0.140089996,0.035717573,206453.0,3760.0,485000.0,42049.0,11.53,382000.0,27970.0,13.66,170.0,9660.0,51510.0,18900.0,5860.0,68.0,519.0,587.0,745.0,195.0,485.0,655.0
31,0.289231998,0.032410488,0.009250632,0.435977639,0.079861573,0.045587648,0.107680021,120.5,79.9,83.8,1250.0,1050.0,53510.0,0.432119074,0.294793654,0.273087272,0.111001161,0.135904845,0.38822699,0.197797921,0.130053304,0.03701578,151584.0,4560.0,400000.0,34124.0,11.72,321802.0,24947.0,12.9,133.0,12830.0,35360.0,10300.0,3900.0,0.0,742.0,742.0,350.0,220.0,335.0,435.0
32,0.413924051,0.032911392,0.006469761,0.291139241,0.127707454,0.022644163,0.105203938,33.5,77.8,81.9,473.0,400.0,38920.0,0.443907337,0.273421642,0.282671021,0.134266645,0.120494872,0.246774106,0.250322861,0.201801508,0.046340008,92145.0,16940.0,113000.0,26613.0,4.25,72000.0,19775.0,3.64,169.0,29660.0,7820.0,2830.0,570.0,10.0,320.0,330.0,295.0,35.0,135.0,190.0
33,0.296995507,0.024076185,0.031922742,0.413419623,0.069378311,0.069311247,0.094896385,127.9,80.6,84.2,1400.0,1200.0,123090.0,0.53820481,0.234387902,0.227407287,0.141660864,0.120508549,0.278741027,0.276002597,0.146464869,0.036622094,340341.0,5550.0,480000.0,36354.0,13.2,375000.0,25579.0,14.66,618.0,18550.0,80660.0,34140.0,8040.0,0.0,607.5,607.5,1825.0,285.0,645.0,1115.0
34,0.405812417,0.026596213,0.019550859,0.330823426,0.082518714,0.01677675,0.11792162,138.35,79.3,83.2,625.0,525.0,135129.0,0.493151309,0.264001262,0.242847429,0.119722177,0.116986131,0.240409104,0.262675927,0.203137457,0.057069205,322363.0,9800.0,180000.0,30742.0,5.86,138000.0,22920.0,6.02,608.0,82570.0,46890.0,9480.0,1110.0,549.0,954.0,1503.0,840.0,150.0,445.0,630.0
35,0.412473838,0.026580159,0.007367099,0.21469234,0.12683131,0.063792382,0.148262871,97.1,78.0,82.2,595.0,475.0,144596.0,0.422578351,0.303516839,0.27390481,0.113647575,0.113582828,0.223222214,0.26444798,0.225109146,0.059990257,324336.0,16090.0,165000.0,28977.0,5.69,118000.0,21080.0,5.6,255.0,92870.0,40970.0,12600.0,3420.0,286.0,1060.0,1346.0,1455.0,200.0,500.0,745.0
36,0.425779089,0.036787756,0.00811359,0.236584916,0.136363636,0.046929744,0.109441269,46.5,79.0,83.0,650.0,520.0,62624.0,0.390755006,0.332107479,0.277137515,0.102996667,0.100970503,0.194225433,0.257741268,0.267769311,0.076296818,136218.0,6290.0,203250.0,27409.0,7.42,157000.0,21523.0,7.29,233.0,31430.0,27390.0,7670.0,1380.0,0.0,474.0,474.0,390.0,75.0,220.0,290.0
37,0.356252824,0.0324763635,0.0088120275,0.35615672,0.11887300649999999,0.034352648,0.09307641,77.8,77.4,80.7,575.0,500.0,94560.0,0.511687824,0.245524932,0.242787244,0.139785715,0.134310771,0.261728416,0.250273537,0.172883667,0.041017894,237628.0,14230.0,139950.0,26357.0,5.31,100000.0,20472.0,4.88,468.0,68010.0,23410.0,4910.0,980.0,0.0,1053.0,1053.0,715.0,110.0,325.0,460.0
38,0.393511199,0.039064559,0.004216074,0.288372859,0.127898551,0.04127141,0.105665349,29.4,81.0,84.6,580.0,495.0,26350.0,0.39704503,0.350495954,0.252459016,0.091335589,0.102270745,0.178276187,0.273187066,0.278384318,0.076546095,57338.0,117880.0,229950.0,26192.0,8.78,161500.0,18634.0,8.67,30.0,10560.0,10510.0,5420.0,1440.0,137.0,137.0,274.0,255.0,20.0,105.0,190.0
39,0.37229361,0.033972892,0.006160887,0.31895793,0.098926245,0.046118641,0.123569794,28.8,78.7,82.7,625.0,550.0,29182.0,0.496939573,0.274307557,0.22875287,0.125188814,0.104168725,0.249008287,0.25146463,0.214944168,0.055225377,70837.0,36400.0,167750.0,24219.0,6.93,129950.0,17978.0,7.23,69.0,21340.0,8290.0,1050.0,90.0,0.0,244.0,244.0,185.0,30.0,85.0,130.0
40,0.3838891675,0.031244119,0.014721546,0.312928235,0.0970426705,0.0224588025,0.13771545899999998,114.5,78.0,81.6,550.0,485.0,120701.0,0.46517509,0.257053954,0.277770956,0.135889928,0.124261053,0.25389942,0.258124948,0.184160861,0.04366379,288248.0,13980.0,145000.0,27107.0,5.35,102500.0,21123.0,4.85,517.0,86670.0,29310.0,7930.0,2110.0,108.0,1271.0,1379.0,1225.0,150.0,605.0,640.0
41,0.289252598,0.024270334,0.036218806,0.446076296,0.062916174,0.057564254,0.083701537,68.7,82.7,86.1,1350.0,1150.0,86429.0,0.634534951,0.194486892,0.170978157,0.139737178,0.116918577,0.267458726,0.259711181,0.169193701,0.046980637,252338.0,5050.0,480000.0,38460.0,12.48,370000.0,26098.0,14.18,182.0,4950.0,51270.0,30770.0,7480.0,68.0,436.0,504.0,1170.0,265.0,635.0,685.0
42,0.373465622,0.134677613,0.0361565,1.046933918,0.49046613,0.105367315,0.692536036,43.8,80.5,84.6,750.0,625.0,50453.0,0.441005191,0.31796863,0.241026179,0.106055655,0.117166002,0.195781164,0.275565837,0.241641442,0.063789901,116288.0,73940.0,266250.0,29573.0,9.0,209500.0,21325.0,9.82,162.0,20790.0,20770.0,9430.0,2080.0,0.0,203.0,203.0,420.0,95.0,155.0,335.0
43,0.31372254,0.023021366,0.019560638,0.421832681,0.073578092,0.054318387,0.093966296,69.3,80.9,83.4,1100.0,925.0,82661.0,0.524940051,0.253376651,0.221683298,0.135151921,0.119923739,0.248229477,0.292912612,0.15956612,0.044216131,207707.0,4380.0,403500.0,34901.0,11.56,305000.0,24896.0,12.25,233.0,8840.0,52410.0,19730.0,4010.0,75.0,230.5,305.5,585.0,150.0,380.0,490.0
44,0.444951906,0.030655318,0.005051554,0.177011971,0.111203377,0.031762508,0.199363366,62.4,77.3,80.5,542.0,475.0,56088.0,0.469131994,0.26401079,0.266857216,0.121463636,0.121294091,0.244954107,0.263411401,0.207376752,0.041500012,129759.0,7910.0,150000.0,30709.0,4.88,102500.0,22487.0,4.56,254.0,39690.0,13340.0,4980.0,390.0,0.0,350.0,350.0,220.0,65.0,140.0,215.0
45,0.374983722,0.023701003,0.012436515,0.351087381,0.095129574,0.038025785,0.10463602,82.5,78.6,82.9,950.0,800.0,54762.0,0.565209167,0.193928782,0.240862051,0.170380473,0.142348088,0.273310736,0.268116087,0.118988882,0.026855733,149577.0,3250.0,325000.0,32818.0,9.9,256000.0,24682.0,10.37,187.0,12050.0,36580.0,6330.0,350.0,45.0,528.0,573.0,535.0,100.0,230.0,235.0
46,0.326992921,0.022776239,0.02179132,0.387257618,0.090550939,0.048322561,0.102308403,75.6,80.4,84.4,1200.0,995.0,99334.0,0.549276902,0.249864555,0.200858543,0.129931288,0.120902042,0.263404479,0.267860939,0.166361146,0.051540106,249301.0,6060.0,370000.0,39869.0,9.28,295000.0,27000.0,10.93,154.0,15190.0,58050.0,24430.0,1750.0,0.0,634.5,634.5,600.0,165.0,355.0,520.0
47,0.420345104,0.035714286,0.006320225,0.245485554,0.101223917,0.032504013,0.158406902,40.7,80.0,83.5,850.0,725.0,55050.0,0.45597187,0.296910708,0.247117422,0.107171974,0.11036972,0.222417464,0.255194358,0.235010567,0.069835918,126339.0,5570.0,283000.0,29858.0,9.48,220000.0,20160.0,10.91,123.0,23080.0,23380.0,8300.0,1010.0,0.0,535.0,535.0,260.0,75.0,180.0,270.0
48,0.392542941,0.034143276,0.00921659,0.276497696,0.133012149,0.040008379,0.114578969,47.7,79.9,82.8,695.0,595.0,51476.0,0.463545175,0.292802918,0.243651907,0.105340645,0.113826787,0.197877637,0.287255072,0.236884114,0.058815745,120903.0,46050.0,272000.0,32059.0,8.48,213000.0,23644.0,9.01,-51.0,20110.0,20800.0,10940.0,2840.0,0.0,152.0,152.0,365.0,120.0,225.0,390.0
49,0.418100448,0.03073098,0.009149677,0.264047737,0.095773247,0.04893088,0.133267031,40.3,78.6,83.3,1050.0,875.0,35637.0,0.502853199,0.269428544,0.227718257,0.150973877,0.118263061,0.265983043,0.256141155,0.164035289,0.044603575,87280.0,3050.0,285000.0,27857.0,10.23,248000.0,20898.0,11.87,88.0,10860.0,23800.0,3860.0,450.0,46.0,233.0,279.0,200.0,60.0,155.0,180.0
50,0.36614566,0.034253409,0.002660459,0.27901563,0.13136016,0.047555703,0.139008979,21.1,80.9,83.4,595.0,525.0,22597.0,0.458709163,0.289717822,0.251573015,0.104350702,0.108942678,0.19648208,0.286920652,0.244191929,0.059111959,51394.0,48140.0,214000.0,27398.0,7.81,170000.0,17382.0,9.78,-51.0,10980.0,7460.0,3950.0,1070.0,0.0,54.0,54.0,145.0,40.0,70.0,150.0
51,0.262858968,0.019985091,0.04099961,0.485321785,0.06907813,0.0383018,0.083454616,127.0,82.1,85.1,1350.0,1200.0,150622.0,0.554506268,0.230755302,0.21473843,0.13483974,0.121276068,0.281401078,0.268887513,0.151205367,0.042390234,399007.0,8680.0,557500.0,34999.0,15.93,405000.0,24374.0,16.62,532.0,13970.0,67760.0,52600.0,20680.0,0.0,607.5,607.5,3060.0,470.0,1110.0,1475.0
52,0.398920045,0.02358848,0.007104964,0.253031451,0.108753316,0.080665025,0.127936718,94.7,78.1,82.3,595.0,495.0,121370.0,0.424064745,0.317793584,0.258141672,0.107365376,0.107655338,0.216303792,0.260928818,0.237336852,0.070409824,275899.0,15660.0,177450.0,30010.0,5.91,128000.0,21994.0,5.82,198.0,67380.0,46070.0,12460.0,3000.0,260.0,4302.0,4562.0,715.0,165.0,430.0,650.0
53,0.460922397,0.035625518,0.002485501,0.224523612,0.104391052,0.037558685,0.134493234,20.1,81.5,83.8,850.0,715.0,27816.0,0.456362259,0.301474248,0.242163493,0.097995443,0.10423388,0.186036911,0.282885583,0.263665693,0.06518249,65401.0,35780.0,320000.0,37380.0,8.56,260000.0,25197.0,10.32,62.0,6200.0,13650.0,7410.0,1760.0,0.0,79.0,79.0,205.0,45.0,100.0,180.0
54,0.333537782,0.02907262,0.017296369,0.391192345,0.085132483,0.040848871,0.102919529,66.9,78.9,82.5,1150.0,950.0,39526.0,0.50107469,0.243743356,0.255181954,0.143319913,0.122817549,0.281930803,0.273030231,0.139842481,0.039059023,96623.0,2140.0,375000.0,34604.0,10.84,300000.0,25678.0,11.68,99.0,4930.0,27800.0,5830.0,1990.0,0.0,349.0,349.0,525.0,85.0,185.0,265.0
55,0.376234568,0.04212963,0.004938272,0.277469136,0.12345679,0.038888889,0.136882716,54.4,81.4,84.5,1050.0,875.0,61473.0,0.458056744,0.318131325,0.223811931,0.107689347,0.114102864,0.199155863,0.285116241,0.229058113,0.064877573,145474.0,53030.0,395000.0,34990.0,11.29,305000.0,23832.0,12.8,107.0,8880.0,27540.0,19530.0,8580.0,19.0,173.0,192.0,425.0,125.0,235.0,490.0
56,0.343689661,0.032648763,0.008542508,0.397402141,0.09297291,0.028143467,0.09660055,45.2,80.9,84.5,820.0,695.0,61427.0,0.429110316,0.287042074,0.28384761,0.106846366,0.109924159,0.287483869,0.254918604,0.185868373,0.054958629,144909.0,28290.0,307750.0,35029.0,8.79,240000.0,24263.0,9.89,119.0,17330.0,31220.0,13140.0,4880.0,0.0,328.0,328.0,475.0,140.0,290.0,435.0
57,0.349620956,0.03527734,0.006755235,0.302934774,0.11566464,0.041957517,0.147789537,54.3,78.2,82.0,625.0,525.0,41451.0,0.393189436,0.301785516,0.305025047,0.10781717,0.12838709,0.348789093,0.21475477,0.156713211,0.043538666,100049.0,3570.0,159950.0,29442.0,5.43,125000.0,20754.0,6.02,155.0,37030.0,7470.0,1820.0,190.0,47.0,356.0,403.0,250.0,60.0,140.0,190.0
58,0.402783172,0.041423948,0.012038835,0.268802589,0.096569579,0.037864078,0.140517799,70.5,79.3,83.5,675.0,595.0,59001.0,0.454675753,0.26129792,0.284026327,0.131674744,0.115731106,0.274233521,0.253789188,0.175799204,0.048772237,135979.0,3950.0,200000.0,27833.0,7.19,161875.0,21671.0,7.47,431.0,42220.0,15780.0,3250.0,390.0,52.0,524.0,576.0,365.0,70.0,225.0,315.0
59,0.282927435,0.031809145,0.037897614,0.412058897,0.062096173,0.07340333,0.099807406,144.5,78.9,83.3,1600.0,1300.0,138345.0,0.431129186,0.259982555,0.308888259,0.111508858,0.096910317,0.420930789,0.244586142,0.10258442,0.023479474,321813.0,2680.0,550000.0,42000.0,13.1,415700.0,29617.0,14.04,750.0,38450.0,74640.0,26270.0,6960.0,139.0,292.5,431.5,1035.0,260.0,580.0,1270.0
60,0.347539956,0.027368641,0.011804032,0.374490755,0.100490964,0.037396845,0.100908806,96.3,80.8,84.6,1100.0,885.0,64811.0,0.497264509,0.266798211,0.235937281,0.12965,0.118064802,0.239802646,0.279344127,0.183073133,0.050065291,155457.0,21250.0,390000.0,35134.0,11.1,306550.0,26230.0,11.69,166.0,9440.0,35560.0,14820.0,5810.0,150.0,305.0,455.0,440.0,150.0,270.0,540.0
